"Google Click ID","Conversion Time","Conversion Name","Conversion Value","Conversion Currency",subscriptionid,campaign,location
CjwKCAjwh4-wBhB3EiwAeJsppEP_BXrq2iZ0NjEhgH3J85N8pXJM9PzHRcNIhGXYTt9h6F7dk7C5bhoCzV4QAvD_BwE,2024-03-27T17:08:00-0500,"Billable Google Ads Call",2175.00,USD,1353736,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=control&loc_interest_ms=&loc_physical_ms=9002047&gad_source=1&gbraid=0AAAAACVgtGC94KKdHaUOoHlnrxQHY06vZ&gclid=CjwKCAjwh4-wBhB3EiwAeJsppEP_BXrq2iZ0NjEhgH3J85N8pXJM9PzHRcNIhGXYTt9h6F7dk7C5bhoCzV4QAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppHaMT1vBDOAHQaNzt5y2KGkqPE9F-rxFIF2nTvlyEc64Z2XT0S0PuBoC5fgQAvD_BwE,2024-03-27T15:25:00-0500,"Billable Google Ads Call",965.00,USD,1353687,"-All Locations",https://fox-pest.com/locations/?pest=bed-bugs&service=removal&loc_interest_ms=&loc_physical_ms=9012406&gad_source=1&gbraid=0AAAAACVgtGC94KKdHaUOoHlnrxQHY06vZ&gclid=CjwKCAjwh4-wBhB3EiwAeJsppHaMT1vBDOAHQaNzt5y2KGkqPE9F-rxFIF2nTvlyEc64Z2XT0S0PuBoC5fgQAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppEfHLEWoAO49PNcHoWpsBCzhOkVlEVp5p8hxIHaY9B45dvTvm5A6vhoCevwQAvD_BwE,2024-03-27T15:30:00-0500,"Billable Google Ads Call",782.00,USD,1353685,"-All Locations",https://fox-pest.com/locations/?pest=ants&service=control&loc_interest_ms=&loc_physical_ms=9005671&gad_source=1&gbraid=0AAAAACVgtGC94KKdHaUOoHlnrxQHY06vZ&gclid=CjwKCAjwh4-wBhB3EiwAeJsppEfHLEWoAO49PNcHoWpsBCzhOkVlEVp5p8hxIHaY9B45dvTvm5A6vhoCevwQAvD_BwE
EAIaIQobChMI-tDE1OSUhQMVJDHUAR29Hw86EAAYAiAAEgI76fD_BwE,2024-03-27T15:49:00-0500,"Billable Google Ads Call",780.00,USD,1353697,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=exterminator&loc_interest_ms=&loc_physical_ms=9021437&gad_source=1&gclid=EAIaIQobChMI-tDE1OSUhQMVJDHUAR29Hw86EAAYAiAAEgI76fD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJTDdgf_MnEYrn_kaBQW6Q6RU8mq4TxI2WuKOQ1aF83NDLWWRiY8s7BoC7C0QAvD_BwE,2024-04-10T13:32:00-0500,"Billable Google Ads Call",1235.00,USD,1357306,"-All Locations",https://fox-pest.com/local-location/?pest=termite&service=treatment&loc_interest_ms=&loc_physical_ms=9003298&gad_source=1&gclid=CjwKCAjw8diwBhAbEiwA7i_sJTDdgf_MnEYrn_kaBQW6Q6RU8mq4TxI2WuKOQ1aF83NDLWWRiY8s7BoC7C0QAvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJSr4_2UsrVgHrnxPYCZrV-8pJFsRlSTlDByVo2XFHCgD5zwJwyXUqhoCywQQAvD_BwE,2024-04-10T13:45:00-0500,"Billable Google Ads Call",940.00,USD,1357314,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9004511&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJSr4_2UsrVgHrnxPYCZrV-8pJFsRlSTlDByVo2XFHCgD5zwJwyXUqhoCywQQAvD_BwE
EAIaIQobChMIso796Yy4hQMVz3BHAR0H-gTiEAAYASAAEgLHKvD_BwE,2024-04-10T16:48:00-0500,"Billable Google Ads Call",870.00,USD,1357468,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=mice&service=extermination&loc_interest_ms=&loc_physical_ms=9006662&gad_source=1&gbraid=0AAAAACVgtGB_7Cc3qGRjoapF9LzTjhIgb&gclid=EAIaIQobChMIso796Yy4hQMVz3BHAR0H-gTiEAAYASAAEgLHKvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJVrd-RssvX5fqfKDSeh08WPcko3XSw_j7KVPuZqm8m3npQ-RH6nyJxoCP7MQAvD_BwE,2024-04-10T18:01:00-0500,"Billable Google Ads Call",820.00,USD,1357523,"-All Locations",https://fox-pest.com/locations/?pest=bee&service=exterminator&loc_interest_ms=&loc_physical_ms=9002039&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJVrd-RssvX5fqfKDSeh08WPcko3XSw_j7KVPuZqm8m3npQ-RH6nyJxoCP7MQAvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJTISoWRbzejlxsqJnAw0Di8Fjcu0NnHQb85UHMilBXAtr4FNSgjXGBoCzsIQAvD_BwE,2024-04-10T14:37:00-0500,"Billable Google Ads Call",740.00,USD,1357360,"-All Locations",https://fox-pest.com/local-location/?pest=rodent&service=control&loc_interest_ms=9011526&loc_physical_ms=1015231&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJTISoWRbzejlxsqJnAw0Di8Fjcu0NnHQb85UHMilBXAtr4FNSgjXGBoCzsIQAvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJX4mwk9ShEW-L1kt7cvEmNZ8HX275My7hvUP2QlqodfRbwPEy7xenRoC1mMQAvD_BwE,2024-04-10T13:51:00-0500,"Billable Google Ads Call",615.00,USD,1357327,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9001926&gad_source=1&gclid=CjwKCAjw8diwBhAbEiwA7i_sJX4mwk9ShEW-L1kt7cvEmNZ8HX275My7hvUP2QlqodfRbwPEy7xenRoC1mMQAvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJVLVOpAR1G97kmDTE9JUhYuXicF8V0ekvHa0zDTtVu3W1jV-Mr7C0hoCxsEQAvD_BwE,2024-04-10T16:55:00-0500,"Billable Google Ads Call",912.00,USD,1357472,"-All Locations",https://fox-pest.com/locations/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9004302&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJVLVOpAR1G97kmDTE9JUhYuXicF8V0ekvHa0zDTtVu3W1jV-Mr7C0hoCxsEQAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppMv8a1iA8TseZfFNtu5G9q91gNmcC9l2ZQIdRB5qJT9La01bBTkZBxoCP8gQAvD_BwE,2024-03-27T17:36:00-0500,"Billable Google Ads Call",705.00,USD,1353761,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=bed-bugs&service=treatment&loc_interest_ms=&loc_physical_ms=9028176&gad_source=1&gclid=CjwKCAjwh4-wBhB3EiwAeJsppMv8a1iA8TseZfFNtu5G9q91gNmcC9l2ZQIdRB5qJT9La01bBTkZBxoCP8gQAvD_BwE
EAIaIQobChMIq6XNt664hQMVTU1HAR3Bzw5eEAAYAiAAEgIt7_D_BwE,2024-04-10T19:19:00-0500,"Billable Google Ads Call",783.00,USD,1359700,"-All Locations",https://fox-pest.com/local-location/?pest=carpenter-ant&service=control&loc_interest_ms=&loc_physical_ms=9002095&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=EAIaIQobChMIq6XNt664hQMVTU1HAR3Bzw5eEAAYAiAAEgIt7_D_BwE
EAIaIQobChMIvr3Voqq4hQMVmGZHAR3u5AEnEAAYASAAEgJ1fPD_BwE,2024-04-10T19:00:00-0500,"Billable Google Ads Call",590.00,USD,1357548,"-All Locations Brand",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9006808&gad_source=1&gbraid=0AAAAACVgtGBzCIK4UChbvEcuuagXeAcqH&gclid=EAIaIQobChMIvr3Voqq4hQMVmGZHAR3u5AEnEAAYASAAEgJ1fPD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJbHtA8mkCJQ8BS7xPsTt1MD0KAnO0KHuas29paqdavC3SqVeFPP1RBoCIJcQAvD_BwE,2024-04-10T18:18:00-0500,"Billable Google Ads Call",793.00,USD,1357593,"-All Locations Brand",https://fox-pest.com/locations/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9007569&gad_source=1&gbraid=0AAAAACVgtGBzCIK4UChbvEcuuagXeAcqH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJbHtA8mkCJQ8BS7xPsTt1MD0KAnO0KHuas29paqdavC3SqVeFPP1RBoCIJcQAvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJWrgXLVkpxEneiOkJgu9vjLg6RJUD16RUNoAYB8rl_vCQX_mDvOWwBoCNTUQAvD_BwE,2024-04-10T23:23:00-0500,"Billable Google Ads Call",865.00,USD,1357700,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9004251&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJWrgXLVkpxEneiOkJgu9vjLg6RJUD16RUNoAYB8rl_vCQX_mDvOWwBoCNTUQAvD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJZpcdWfgoy3S_-k9D0Usnlam7mxbLOnNN1EvJHNKeUEadU2CT95w3hoCJe4QAvD_BwE,2024-04-10T18:25:00-0500,"Billable Google Ads Call",703.00,USD,1357542,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=control&loc_interest_ms=&loc_physical_ms=9028549&gad_source=1&gbraid=0AAAAACVgtGCg28Q9vFP6tLsXwryXu0lnH&gclid=CjwKCAjw8diwBhAbEiwA7i_sJZpcdWfgoy3S_-k9D0Usnlam7mxbLOnNN1EvJHNKeUEadU2CT95w3hoCJe4QAvD_BwE
EAIaIQobChMI15uCrKy4hQMVy2JHAR1DGwYuEAAYAiAAEgJHtPD_BwE,2024-04-10T19:23:00-0500,"Billable Google Ads Call",1761.00,USD,1357577,"-All Locations Brand",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9006757&gad_source=1&gbraid=0AAAAACVgtGBzCIK4UChbvEcuuagXeAcqH&gclid=EAIaIQobChMI15uCrKy4hQMVy2JHAR1DGwYuEAAYAiAAEgJHtPD_BwE
CjwKCAjw8diwBhAbEiwA7i_sJdzy-H26AVcNLGOmA0JpPtgrDHwTdMXa37A47l6CZtM_k5D1JB-kZhoCB0AQAvD_BwE,2024-04-10T20:11:00-0500,"Billable Google Ads Call",962.00,USD,1357608,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=control&loc_interest_ms=&loc_physical_ms=1021839&gad_source=1&gclid=CjwKCAjw8diwBhAbEiwA7i_sJdzy-H26AVcNLGOmA0JpPtgrDHwTdMXa37A47l6CZtM_k5D1JB-kZhoCB0AQAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppDMH_bTOkcFb1BOGD8gELYW2Mvrvs0-qF9K6QhGuzfgfxFrJIKJBhRoCxvYQAvD_BwE,2024-03-27T21:01:00-0500,"Billable Google Ads Call",667.00,USD,1353853,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=boxelder-bugs&service=treatment&loc_interest_ms=&loc_physical_ms=9021652&gad_source=1&gbraid=0AAAAACVgtGAWLsJeHRvcueWxecE7_kSxY&gclid=CjwKCAjwh4-wBhB3EiwAeJsppDMH_bTOkcFb1BOGD8gELYW2Mvrvs0-qF9K6QhGuzfgfxFrJIKJBhRoCxvYQAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppJQ406SzlM8KOWqQS4R_oD5-4gYl_mLHNkUKlzhFUN3CsyXBq79LtBoCF6AQAvD_BwE,2024-03-27T19:12:00-0500,"Billable Google Ads Call",857.00,USD,1353802,"-All Locations Brand",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9003300&gad_source=1&gbraid=0AAAAACVgtGA0AN-wk5RHEJ7xzfnRBRVCP&gclid=CjwKCAjwh4-wBhB3EiwAeJsppJQ406SzlM8KOWqQS4R_oD5-4gYl_mLHNkUKlzhFUN3CsyXBq79LtBoCF6AQAvD_BwE
EAIaIQobChMIqou45LW4hQMVCOgoBR17OAotEAEYASAAEgIkrvD_BwE,2024-04-10T19:59:00-0500,"Billable Google Ads Call",722.00,USD,1357727,"-Performance Max - All Locations",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=9007924&loc_physical_ms=9007924&gclid=EAIaIQobChMIqou45LW4hQMVCOgoBR17OAotEAEYASAAEgIkrvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppNPS-stcOU5rWyAsu0Qld5lM_LEHZOrI6pY2TqZOz3e8YSTs7lqOOxoCKHQQAvD_BwE,2024-03-27T19:39:00-0500,"Billable Google Ads Call",990.00,USD,1353822,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9005169&gad_source=1&gbraid=0AAAAACVgtGC94KKdHaUOoHlnrxQHY06vZ&gclid=CjwKCAjwh4-wBhB3EiwAeJsppNPS-stcOU5rWyAsu0Qld5lM_LEHZOrI6pY2TqZOz3e8YSTs7lqOOxoCKHQQAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppCqRcjacE4qRN8mI2r7sDC2H-8TQv_s3i2ROiQuiBVTr3f4aGLbMLxoCNWAQAvD_BwE,2024-03-27T21:29:00-0500,"Billable Google Ads Call",928.00,USD,1353861,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=removal&loc_interest_ms=&loc_physical_ms=9005538&gad_source=1&gbraid=0AAAAACVgtGC94KKdHaUOoHlnrxQHY06vZ&gclid=CjwKCAjwh4-wBhB3EiwAeJsppCqRcjacE4qRN8mI2r7sDC2H-8TQv_s3i2ROiQuiBVTr3f4aGLbMLxoCNWAQAvD_BwE
CjwKCAjwh4-wBhB3EiwAeJsppP-F1F4bjKipXWteSkHVG-EKMH-bWGYGjPLWahSo5WKdWYmtM9k6_BoCEKUQAvD_BwE,2024-03-27T19:56:00-0500,"Billable Google Ads Call",871.00,USD,1353830,"-Performance Max - All Locations",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9003172&gad_source=1&gclid=CjwKCAjwh4-wBhB3EiwAeJsppP-F1F4bjKipXWteSkHVG-EKMH-bWGYGjPLWahSo5WKdWYmtM9k6_BoCEKUQAvD_BwE
EAIaIQobChMIquL7q7e6hQMVxkpHAR0m8wySEAAYASACEgITRfD_BwE,2024-04-11T15:04:00-0500,"Billable Google Ads Call",910.00,USD,1357804,"-All Locations Brand",https://fox-pest.com/locations/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9005472&gad_source=1&gbraid=0AAAAACVgtGAbFT29qy5iFIefH3enE06_D&gclid=EAIaIQobChMIquL7q7e6hQMVxkpHAR0m8wySEAAYASACEgITRfD_BwE
Cj0KCQjwlN6wBhCcARIsAKZvD5gn9UBgIGg0RLxw3LYXhEsIYd3mqUV8oGf3_XUbbtzr6O7DkEcnTlIaAqlEEALw_wcB,2024-04-11T15:36:00-0500,"Billable Google Ads Call",1600.00,USD,1357821,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=bed-bugs&service=extermination&loc_interest_ms=&loc_physical_ms=9021594&gad_source=1&gbraid=0AAAAACVgtGCK0-LcBmdVRzN49VbhcQaof&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gn9UBgIGg0RLxw3LYXhEsIYd3mqUV8oGf3_XUbbtzr6O7DkEcnTlIaAqlEEALw_wcB
Cj0KCQjwlN6wBhCcARIsAKZvD5jIuYtTOZ8Z6FndV4tAeUaTSA1ODKdMC6Vidpk5d96_0bhUZ7SGXVcaAuYrEALw_wcB,2024-04-11T14:00:00-0500,"Billable Google Ads Call",875.00,USD,1357761,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=control&loc_interest_ms=&loc_physical_ms=9003832&gad_source=1&gbraid=0AAAAACVgtGB04-fhGrjJREcnVBhCVLD1p&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5jIuYtTOZ8Z6FndV4tAeUaTSA1ODKdMC6Vidpk5d96_0bhUZ7SGXVcaAuYrEALw_wcB
CjwKCAjw8diwBhAbEiwA7i_sJdHjAs2-Q5-k_0bP7Hmmayz68kYDOpT9j2cOcoVqq0YT62fVZkI_GRoCxygQAvD_BwE,2024-04-11T12:31:00-0500,"Billable Google Ads Call",907.00,USD,1357730,"-Performance Max - All Locations",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=9001923&loc_physical_ms=9001923&gclid=CjwKCAjw8diwBhAbEiwA7i_sJdHjAs2-Q5-k_0bP7Hmmayz68kYDOpT9j2cOcoVqq0YT62fVZkI_GRoCxygQAvD_BwE
EAIaIQobChMI1vavx_iWhQMVY1dHAR1XAQPfEAAYASAAEgJ-tPD_BwE,2024-03-28T12:21:00-0500,"Billable Google Ads Call",915.00,USD,1353895,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=exterminator&loc_interest_ms=&loc_physical_ms=9021828&gad_source=5&gclid=EAIaIQobChMI1vavx_iWhQMVY1dHAR1XAQPfEAAYASAAEgJ-tPD_BwE
Cj0KCQjwqpSwBhClARIsADlZ_TnJtHHKFcT4TV0ywrd2AeIEj8vexiTw_SqB4-pnwDZ5OBtNXacGiL0aApJ_EALw_wcB,2024-03-28T12:28:00-0500,"Billable Google Ads Call",700.00,USD,1353899,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=exterminator&loc_interest_ms=&loc_physical_ms=9025363&gad_source=1&gbraid=0AAAAACVgtGBO8ogbOibugpFSf_gWglika&gclid=Cj0KCQjwqpSwBhClARIsADlZ_TnJtHHKFcT4TV0ywrd2AeIEj8vexiTw_SqB4-pnwDZ5OBtNXacGiL0aApJ_EALw_wcB
EAIaIQobChMIj-m99a26hQMVJl5HAR2lrwi0EAAYASAAEgJCT_D_BwE,2024-04-11T14:27:00-0500,"Billable Google Ads Call",890.00,USD,1357784,"-All Locations",https://fox-pest.com/local-location/?pest=ants&service=infestations%20removal&loc_interest_ms=&loc_physical_ms=9004739&gad_source=5&gclid=EAIaIQobChMIj-m99a26hQMVJl5HAR2lrwi0EAAYASAAEgJCT_D_BwE
Cj0KCQjwlN6wBhCcARIsAKZvD5j5SO4bD1I8jeVztmOYOosgFAN_A84V3auOJtkD8GoXlCHbZiMLl_gaAsVLEALw_wcB,2024-04-11T16:52:00-0500,"Billable Google Ads Call",860.00,USD,1357889,"-All Locations",https://fox-pest.com/local-location/?pest=rats&service=extermination&loc_interest_ms=&loc_physical_ms=9021895&gad_source=1&gbraid=0AAAAACVgtGB04-fhGrjJREcnVBhCVLD1p&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5j5SO4bD1I8jeVztmOYOosgFAN_A84V3auOJtkD8GoXlCHbZiMLl_gaAsVLEALw_wcB
EAIaIQobChMI8Lbw-4SXhQMVmEtHAR001gFUEAAYASAAEgIyt_D_BwE,2024-03-28T13:15:00-0500,"Billable Google Ads Call",860.00,USD,1353919,"-All Locations",https://fox-pest.com/local-location/?pest=bed-bugs&service=control&loc_interest_ms=&loc_physical_ms=9003235&gad_source=5&gclid=EAIaIQobChMI8Lbw-4SXhQMVmEtHAR001gFUEAAYASAAEgIyt_D_BwE
Cj0KCQjwlN6wBhCcARIsAKZvD5ipC3g11d-gxi5Ri3VL5PGtQNB6S7mzMZv2N0hD-ftPbeSfnBkRAxYaAv3NEALw_wcB,2024-04-11T14:13:00-0500,"Billable Google Ads Call",1142.00,USD,1357781,"-All Locations",https://fox-pest.com/local-location/?pest=cockroaches&service=removal&loc_interest_ms=&loc_physical_ms=9003815&gad_source=1&gbraid=0AAAAACVgtGB04-fhGrjJREcnVBhCVLD1p&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5ipC3g11d-gxi5Ri3VL5PGtQNB6S7mzMZv2N0hD-ftPbeSfnBkRAxYaAv3NEALw_wcB
EAIaIQobChMIxJKZ_Ne6hQMV20ZHAR3MWACeEAAYASADEgLLbvD_BwE,2024-04-11T17:37:00-0500,"Billable Google Ads Call",786.00,USD,1357930,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/locations/?pest=mosquitoes&service=control&loc_interest_ms=&loc_physical_ms=9003452&gad_source=1&gclid=EAIaIQobChMIxJKZ_Ne6hQMV20ZHAR3MWACeEAAYASADEgLLbvD_BwE
EAIaIQobChMI3v2Kq8i6hQMV9WZHAR1QfATDEAAYASAAEgKSpPD_BwE,2024-04-11T16:20:00-0500,"Billable Google Ads Call",915.00,USD,1357951,"-All Locations Brand",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9004866&gad_source=1&gbraid=0AAAAACVgtGAbFT29qy5iFIefH3enE06_D&gclid=EAIaIQobChMI3v2Kq8i6hQMV9WZHAR1QfATDEAAYASAAEgKSpPD_BwE
EAIaIQobChMIuKif46m6hQMV4kB_AB0dCQKaEAAYASAAEgJmovD_BwE,2024-04-11T14:04:00-0500,"Billable Google Ads Call",743.00,USD,1357766,"-All Locations",https://fox-pest.com/local-location/?pest=wasps&service=nest%20removal&loc_interest_ms=&loc_physical_ms=9021887&gad_source=1&gbraid=0AAAAACVgtGB04-fhGrjJREcnVBhCVLD1p&gclid=EAIaIQobChMIuKif46m6hQMV4kB_AB0dCQKaEAAYASAAEgJmovD_BwE
EAIaIQobChMI77yNkIqXhQMVQk5HAR3EXQgTEAAYAiAAEgKhb_D_BwE,2024-03-28T13:48:00-0500,"Billable Google Ads Call",802.00,USD,1353936,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=control&loc_interest_ms=&loc_physical_ms=9021508&gad_source=1&gbraid=0AAAAACVgtGBO8ogbOibugpFSf_gWglika&gclid=EAIaIQobChMI77yNkIqXhQMVQk5HAR3EXQgTEAAYAiAAEgKhb_D_BwE
Cj0KCQjwlN6wBhCcARIsAKZvD5i-_kIX0J9O0Di8cvOrHYJ1cGau_keLp7qiv-pmHsws9Hu-jiIqcMkaApJKEALw_wcB,2024-04-11T17:29:00-0500,"Billable Google Ads Call",575.00,USD,1357926,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=control&loc_interest_ms=&loc_physical_ms=9021428&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5i-_kIX0J9O0Di8cvOrHYJ1cGau_keLp7qiv-pmHsws9Hu-jiIqcMkaApJKEALw_wcB
EAIaIQobChMIhomp5Lq6hQMVqU9HAR2x4wEgEAAYASAAEgLVhPD_BwE,2024-04-11T15:21:00-0500,"Billable Google Ads Call",915.00,USD,1357817,"-All Locations | Pest Low Cost | Search",https://fox-pest.com/local-location/?pest=mice&service=problems%20removal&loc_interest_ms=&loc_physical_ms=9003173&gad_source=1&gbraid=0AAAAACVgtGCK0-LcBmdVRzN49VbhcQaof&gclid=EAIaIQobChMIhomp5Lq6hQMVqU9HAR2x4wEgEAAYASAAEgLVhPD_BwE
EAIaIQobChMI9pHKlJq6hQMV-hKKAx3f2QakEAEYASAAEgLB8vD_BwE,2024-04-11T14:43:00-0500,"Billable Google Ads Call",757.00,USD,1357795,"-Performance Max - All Locations",https://fox-pest.com/local-location/?pest=exterminator&service=&loc_interest_ms=&loc_physical_ms=9002000&gclid=EAIaIQobChMI9pHKlJq6hQMV-hKKAx3f2QakEAEYASAAEgLB8vD_BwE
EAIaIQobChMIj7z63-a6hQMViVR_AB1beAkxEAAYAyAAEgJVYfD_BwE,2024-04-11T18:37:00-0500,"Billable Google Ads Call",1197.00,USD,1357982,"-All Locations",https://fox-pest.com/local-location/?pest=termite&service=treatment&loc_interest_ms=&loc_physical_ms=9025237&gad_source=1&gbraid=0AAAAACVgtGB04-fhGrjJREcnVBhCVLD1p&gclid=EAIaIQobChMIj7z63-a6hQMViVR_AB1beAkxEAAYAyAAEgJVYfD_BwE
Cj0KCQjwqpSwBhClARIsADlZ_TkkBx16Eg3Tvl6oUmSRb7y1nxjfHNhA7ctJaudlm2PfDoW1JKCkKjkaAo4rEALw_wcB,2024-03-28T14:30:00-0500,"Billable Google Ads Call",1350.00,USD,1353956,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=control&loc_interest_ms=&loc_physical_ms=9027204&gad_source=1&gbraid=0AAAAACVgtGBO8ogbOibugpFSf_gWglika&gclid=Cj0KCQjwqpSwBhClARIsADlZ_TkkBx16Eg3Tvl6oUmSRb7y1nxjfHNhA7ctJaudlm2PfDoW1JKCkKjkaAo4rEALw_wcB
Cj0KCQjwlN6wBhCcARIsAKZvD5hf1mt-yeSZXOoHbBhTAtoD62X5_AijYvwkKz3XW9S_jcMJJ0gKt3AaAsL6EALw_wcB,2024-04-11T18:23:00-0500,"Billable Google Ads Call",940.00,USD,1357962,"-All Locations",https://fox-pest.com/local-location/?pest=pest&service=control&loc_interest_ms=&loc_physical_ms=9001923&gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5hf1mt-yeSZXOoHbBhTAtoD62X5_AijYvwkKz3XW9S_jcMJJ0gKt3AaAsL6EALw_wcB
EAIaIQobChMIicLOjJeXhQMVEdzjBx3QKQkgEAAYASAAEgKjBvD_BwE,2024-03-28T14:37:00-0500,"Billable Google Ads Call",839.00,USD,1353957,"-All Locations",https://fox-pest.com/local-location/?pest=mice&service=exterminator&loc_interest_ms=&loc_physical_ms=9021649&gad_source=1&gbraid=0AAAAACVgtGBO8ogbOibugpFSf_gWglika&gclid=EAIaIQobChMIicLOjJeXhQMVEdzjBx3QKQkgEAAYASAAEgKjBvD_BwE
Cj0KCQjwlN6wBhCcARIsAKZvD5jDw8DRJBWWkbHtPiaZp_sHtPI0hx-CLcqxa8w7dUyEYu0AlWaYdCIaAkNXEALw_wcB,2024-04-11T18:45:00-0500,"Billable Google Ads Call",810.00,USD,1357983,"-All Locations",https://fox-pest.com/local-location/?pest=stink-bugs&service=removal&loc_interest_ms=&loc_physical_ms=9008553&gad_source=1&gbraid=0AAAAACVgtGB04-fhGrjJREcnVBhCVLD1p&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5jDw8DRJBWWkbHtPiaZp_sHtPI0hx-CLcqxa8w7dUyEYu0AlWaYdCIaAkNXEALw_wcB
Cj0KCQjwqpSwBhClARIsADlZ_TkkgPZXi084iAlj0zSxBVfNSldrk7Tfp10EnVX3qRIsWdfEqddIzCkaAgLEEALw_wcB,2024-03-28T14:46:00-0500,"Billable Google Ads Call",703.00,USD,1353968,"-All Locations",https://fox-pest.com/local-location/?pest=rat&service=exterminator&loc_interest_ms=&loc_physical_ms=9027924&gad_source=1&gbraid=0AAAAACVgtGBO8ogbOibugpFSf_gWglika&gclid=Cj0KCQjwqpSwBhClARIsADlZ_TkkgPZXi084iAlj0zSxBVfNSldrk7Tfp10EnVX3qRIsWdfEqddIzCkaAgLEEALw_wcB
